"Market_and_Exchange_Names","As_of_Date_In_Form_YYMMDD","Report_Date_as_YYYY-MM-DD","CFTC_Contract_Market_Code","CFTC_Market_Code","CFTC_Region_Code","CFTC_Commodity_Code","Open_Interest_All","Dealer_Positions_Long_All","Dealer_Positions_Short_All","Dealer_Positions_Spread_All","Asset_Mgr_Positions_Long_All","Asset_Mgr_Positions_Short_All","Asset_Mgr_Positions_Spread_All","Lev_Money_Positions_Long_All","Lev_Money_Positions_Short_All","Lev_Money_Positions_Spread_All","Other_Rept_Positions_Long_All","Other_Rept_Positions_Short_All","Other_Rept_Positions_Spread_All","Tot_Rept_Positions_Long_All","Tot_Rept_Positions_Short_All","NonRept_Positions_Long_All","NonRept_Positions_Short_All","Change_in_Open_Interest_All","Change_in_Dealer_Long_All","Change_in_Dealer_Short_All","Change_in_Dealer_Spread_All","Change_in_Asset_Mgr_Long_All","Change_in_Asset_Mgr_Short_All","Change_in_Asset_Mgr_Spread_All","Change_in_Lev_Money_Long_All","Change_in_Lev_Money_Short_All","Change_in_Lev_Money_Spread_All","Change_in_Other_Rept_Long_All","Change_in_Other_Rept_Short_All","Change_in_Other_Rept_Spread_All","Change_in_Tot_Rept_Long_All","Change_in_Tot_Rept_Short_All","Change_in_NonRept_Long_All","Change_in_NonRept_Short_All","Pct_of_Open_Interest_All","Pct_of_OI_Dealer_Long_All","Pct_of_OI_Dealer_Short_All","Pct_of_OI_Dealer_Spread_All","Pct_of_OI_Asset_Mgr_Long_All","Pct_of_OI_Asset_Mgr_Short_All","Pct_of_OI_Asset_Mgr_Spread_All","Pct_of_OI_Lev_Money_Long_All","Pct_of_OI_Lev_Money_Short_All","Pct_of_OI_Lev_Money_Spread_All","Pct_of_OI_Other_Rept_Long_All","Pct_of_OI_Other_Rept_Short_All","Pct_of_OI_Other_Rept_Spread_All","Pct_of_OI_Tot_Rept_Long_All","Pct_of_OI_Tot_Rept_Short_All","Pct_of_OI_NonRept_Long_All","Pct_of_OI_NonRept_Short_All","Traders_Tot_All","Traders_Dealer_Long_All","Traders_Dealer_Short_All","Traders_Dealer_Spread_All","Traders_Asset_Mgr_Long_All","Traders_Asset_Mgr_Short_All","Traders_Asset_Mgr_Spread_All","Traders_Lev_Money_Long_All","Traders_Lev_Money_Short_All","Traders_Lev_Money_Spread_All","Traders_Other_Rept_Long_All","Traders_Other_Rept_Short_All","Traders_Other_Rept_Spread_All","Traders_Tot_Rept_Long_All","Traders_Tot_Rept_Short_All","Conc_Gross_LE_4_TDR_Long_All","Conc_Gross_LE_4_TDR_Short_All","Conc_Gross_LE_8_TDR_Long_All","Conc_Gross_LE_8_TDR_Short_All","Conc_Net_LE_4_TDR_Long_All","Conc_Net_LE_4_TDR_Short_All","Conc_Net_LE_8_TDR_Long_All","Conc_Net_LE_8_TDR_Short_All","Contract_Units","CFTC_Contract_Market_Code_Quotes","CFTC_Market_Code_Quotes","CFTC_Commodity_Code_Quotes","CFTC_SubGroup_Code","FutOnly_or_Combined"
"BRAZILIAN REAL - CHICAGO MERCANTILE EXCHANGE",161129,2016-11-29,102741,CME ,00,102 ,   32314,       0,   19990,    4528,    5661,       0,       0,   17374,    3112,    2571,     636,    1303,       0,   30770,   31504,    1544,     810,    6615,       0,       0,    4505,     -36,       0,       0,    -527,    -603,    2375,     400,     262,       0,    6717,    6539,    -102,      76,  100.0,    0.0,   61.9,   14.0,   17.5,    0.0,    0.0,   53.8,    9.6,    8.0,    2.0,    4.0,    0.0,   95.2,   97.5,    4.8,    2.5,     32,      0,.,.,.,      0,      0,     12,      7,.,.,      4,      0,     20,     17,    69.4,    81.2,    87.2,    91.0,    62.0,    64.8,    68.2,    71.9,"(CONTRACTS OF BRL 100,000)","102741","CME ","102 ","F15","Combined"
"BRAZILIAN REAL - CHICAGO MERCANTILE EXCHANGE",161122,2016-11-22,102741,CME ,00,102 ,   25699,       0,   19990,      23,    5697,       0,       0,   17901,    3715,     196,     236,    1041,       0,   24053,   24965,    1646,     734,   -1170,       0,   -1178,       5,     255,       0,       0,      73,       8,     161,   -1406,     127,    -255,   -1167,   -1132,      -3,     -38,  100.0,    0.0,   77.8,    0.1,   22.2,    0.0,    0.0,   69.7,   14.5,    0.8,    0.9,    4.1,    0.0,   93.6,   97.1,    6.4,    2.9,     32,      0,.,.,.,      0,      0,     13,      7,.,.,      4,      0,     19,     17,    80.3,    81.5,    87.9,    92.6,    80.3,    81.5,    87.2,    92.5,"(CONTRACTS OF BRL 100,000)","102741","CME ","102 ","F15","Combined"
"BRAZILIAN REAL - CHICAGO MERCANTILE EXCHANGE",161115,2016-11-15,102741,CME ,00,102 ,   26869,       0,   21168,      18,    5442,       0,       0,   17828,    3707,      35,    1642,     914,     255,   25220,   26097,    1649,     772,   -3175,       0,   -4209,      18,    -132,       0,       0,   -3993,     974,    -121,     938,    -101,     255,   -3035,   -3184,    -140,       9,  100.0,    0.0,   78.8,    0.1,   20.3,    0.0,    0.0,   66.4,   13.8,    0.1,    6.1,    3.4,    0.9,   93.9,   97.1,    6.1,    2.9,     32,      0,.,.,.,      0,      0,     12,      7,.,      4,.,.,     20,     17,    77.8,    82.4,    85.7,    92.9,    77.8,    82.3,    85.6,    92.9,"(CONTRACTS OF BRL 100,000)","102741","CME ","102 ","F15","Combined"
"BRAZILIAN REAL - CHICAGO MERCANTILE EXCHANGE",161108,2016-11-08,102741,CME ,00,102 ,   30044,       0,   25377,       0,    5574,       0,       0,   21821,    2733,     156,     704,    1015,       0,   28255,   29281,    1789,     763,   -9057,    -744,    1837,   -6240,      46,       0,       0,    -570,   -3838,       0,      57,     -60,       0,   -7451,   -8301,   -1606,    -756,  100.0,    0.0,   84.5,    0.0,   18.6,    0.0,    0.0,   72.6,    9.1,    0.5,    2.3,    3.4,    0.0,   94.0,   97.5,    6.0,    2.5,     29,      0,.,      0,.,      0,      0,     12,      6,.,.,.,      0,     17,     14,    83.3,    87.3,    88.9,    94.7,    83.3,    87.3,    88.9,    94.7,"(CONTRACTS OF BRL 100,000)","102741","CME ","102 ","F15","Combined"
"BRAZILIAN REAL - CHICAGO MERCANTILE EXCHANGE",161101,2016-11-01,102741,CME ,00,102 ,   39101,     744,   23540,    6240,    5528,       0,       0,   22391,    6571,     156,     647,    1075,       0,   35706,   37582,    3395,    1519,    8058,       0,    2274,    6240,    -392,       0,     -95,    1187,   -1358,       7,    -591,     275,       0,    6356,    7343,    1702,     715,  100.0,    1.9,   60.2,   16.0,   14.1,    0.0,    0.0,   57.3,   16.8,    0.4,    1.7,    2.7,    0.0,   91.3,   96.1,    8.7,    3.9,     31,.,.,.,.,      0,      0,     11,      9,.,.,.,      0,     18,     16,    77.3,    82.8,    87.0,    91.6,    66.4,    70.1,    71.7,    77.0,"(CONTRACTS OF BRL 100,000)","102741","CME ","102 ","F15","Combined"
"BRAZILIAN REAL - CHICAGO MERCANTILE EXCHANGE",161025,2016-10-25,102741,CME ,00,102 ,   31043,     744,   21266,       0,    5920,       0,      95,   21204,    7929,     149,    1238,     800,       0,   29350,   30239,    1693,     804,    2341,       0,    -194,       0,     282,       0,      95,    1819,    3053,       1,     629,    -100,    -345,    2481,    2510,    -140,    -169,  100.0,    2.4,   68.5,    0.0,   19.1,    0.0,    0.3,   68.3,   25.5,    0.5,    4.0,    2.6,    0.0,   94.5,   97.4,    5.5,    2.6,     37,.,.,      0,      6,      0,.,     12,     10,.,      4,.,      0,     23,     16,    78.5,    82.2,    86.4,    91.6,    78.5,    82.2,    86.4,    91.6,"(CONTRACTS OF BRL 100,000)","102741","CME ","102 ","F15","Combined"
"BRAZILIAN REAL - CHICAGO MERCANTILE EXCHANGE",161018,2016-10-18,102741,CME ,00,102 ,   28702,     744,   21460,       0,    5638,       0,       0,   19385,    4876,     148,     609,     900,     345,   26869,   27729,    1833,     973,    -127,       0,       0,       0,       7,     -63,     -41,    -579,     -94,       1,     379,      20,       0,    -233,    -177,     106,      50,  100.0,    2.6,   74.8,    0.0,   19.6,    0.0,    0.0,   67.5,   17.0,    0.5,    2.1,    3.1,    1.2,   93.6,   96.6,    6.4,    3.4,     32,.,.,      0,      4,      0,      0,     11,      7,.,.,.,.,     20,     14,    79.8,    85.3,    86.2,    93.3,    79.8,    85.3,    86.0,    92.8,"(CONTRACTS OF BRL 100,000)","102741","CME ","102 ","F15","Combined"
"BRAZILIAN REAL - CHICAGO MERCANTILE EXCHANGE",161011,2016-10-11,102741,CME ,00,102 ,   28829,     744,   21460,       0,    5631,      63,      41,   19964,    4970,     147,     230,     880,     345,   27102,   27906,    1727,     923,     -65,       0,      61,       0,      -2,     -11,      11,    -276,    -107,    -123,     130,       0,       0,    -260,    -169,     195,     104,  100.0,    2.6,   74.4,    0.0,   19.5,    0.2,    0.1,   69.2,   17.2,    0.5,    0.8,    3.1,    1.2,   94.0,   96.8,    6.0,    3.2,     31,.,.,      0,.,.,.,     11,      7,.,.,.,.,     19,     15,    79.8,    85.2,    87.7,    93.1,    79.8,    85.2,    87.5,    92.7,"(CONTRACTS OF BRL 100,000)","102741","CME ","102 ","F15","Combined"
"BRAZILIAN REAL - CHICAGO MERCANTILE EXCHANGE",161004,2016-10-04,102741,CME ,00,102 ,   28894,     744,   21399,       0,    5633,      74,      30,   20240,    5077,     270,     100,     880,     345,   27362,   28075,    1532,     819,     700,       0,    4138,       0,     211,      74,    -155,    1970,   -2531,    -583,    -560,     -74,     -30,     853,     839,    -153,    -139,  100.0,    2.6,   74.1,    0.0,   19.5,    0.3,    0.1,   70.0,   17.6,    0.9,    0.3,    3.0,    1.2,   94.7,   97.2,    5.3,    2.8,     31,.,.,      0,.,.,.,     11,      8,.,.,.,.,     19,     15,    81.7,    84.6,    88.4,    92.3,    81.7,    83.6,    88.1,    91.4,"(CONTRACTS OF BRL 100,000)","102741","CME ","102 ","F15","Combined"
"BRAZILIAN REAL - CHICAGO MERCANTILE EXCHANGE",160927,2016-09-27,102741,CME ,00,102 ,   28194,     744,   17261,       0,    5422,       0,     185,   18270,    7608,     853,     660,     954,     375,   26509,   27236,    1685,     958,    2770,       0,     479,     -25,    -204,       0,     185,    2830,    2201,    -241,    -100,    -231,     375,    2820,    2743,     -50,      27,  100.0,    2.6,   61.2,    0.0,   19.2,    0.0,    0.7,   64.8,   27.0,    3.0,    2.3,    3.4,    1.3,   94.0,   96.6,    6.0,    3.4,     34,.,.,      0,.,      0,.,     10,     10,.,.,      4,.,     20,     19,    77.0,    75.6,    86.1,    88.7,    77.0,    72.6,    84.1,    85.7,"(CONTRACTS OF BRL 100,000)","102741","CME ","102 ","F15","Combined"
"BRAZILIAN REAL - CHICAGO MERCANTILE EXCHANGE",160920,2016-09-20,102741,CME ,00,102 ,   25424,     744,   16782,      25,    5626,       0,       0,   15440,    5407,    1094,     760,    1185,       0,   23689,   24493,    1735,     931,   -1154,       0,    -581,       3,      96,       0,       0,   -1026,    -652,     -30,       0,      20,       0,    -957,   -1240,    -197,      86,  100.0,    2.9,   66.0,    0.1,   22.1,    0.0,    0.0,   60.7,   21.3,    4.3,    3.0,    4.7,    0.0,   93.2,   96.3,    6.8,    3.7,     33,.,.,.,.,      0,      0,      9,      9,.,      4,      4,      0,     19,     16,    75.4,    79.0,    85.4,    90.3,    75.4,    74.9,    82.2,    86.0,"(CONTRACTS OF BRL 100,000)","102741","CME ","102 ","F15","Combined"
"BRAZILIAN REAL - CHICAGO MERCANTILE EXCHANGE",160913,2016-09-13,102741,CME ,00,102 ,   26578,     744,   17363,      22,    5530,       0,       0,   16466,    6059,    1124,     760,    1165,       0,   24646,   25733,    1932,     845,    -752,       0,      -7,       0,    -504,       0,       0,     -54,    -864,       8,    -293,      80,       0,    -843,    -783,      91,      31,  100.0,    2.8,   65.3,    0.1,   20.8,    0.0,    0.0,   62.0,   22.8,    4.2,    2.9,    4.4,    0.0,   92.7,   96.8,    7.3,    3.2,     33,.,.,.,.,      0,      0,      9,      9,.,      4,      4,      0,     19,     16,    73.8,    79.2,    86.2,    90.0,    73.8,    75.0,    83.0,    85.8,"(CONTRACTS OF BRL 100,000)","102741","CME ","102 ","F15","Combined"
"BRAZILIAN REAL - CHICAGO MERCANTILE EXCHANGE",160906,2016-09-06,102741,CME ,00,102 ,   27330,     744,   17370,      22,    6034,       0,       0,   16520,    6923,    1116,    1053,    1085,       0,   25489,   26516,    1841,     814,   -6159,     100,     705,   -8199,    -291,       0,       0,    1814,    1177,     -16,     395,     485,       0,   -6197,   -5848,      38,    -311,  100.0,    2.7,   63.6,    0.1,   22.1,    0.0,    0.0,   60.4,   25.3,    4.1,    3.9,    4.0,    0.0,   93.3,   97.0,    6.7,    3.0,     37,.,.,.,      5,      0,      0,      9,     11,.,      5,.,      0,     22,     17,    71.4,    77.9,    83.9,    88.5,    71.4,    73.9,    80.9,    84.4,"(CONTRACTS OF BRL 100,000)","102741","CME ","102 ","F15","Combined"
"BRAZILIAN REAL - CHICAGO MERCANTILE EXCHANGE",160830,2016-08-30,102741,CME ,00,102 ,   33489,     644,   16665,    8221,    6325,       0,       0,   14706,    5746,    1132,     658,     600,       0,   31686,   32364,    1803,    1125,    8307,       0,   -1378,    8205,       9,       0,       0,   -1019,     267,    1042,      48,    -120,       0,    8285,    8016,      22,     291,  100.0,    1.9,   49.8,   24.5,   18.9,    0.0,    0.0,   43.9,   17.2,    3.4,    2.0,    1.8,    0.0,   94.6,   96.6,    5.4,    3.4,     30,.,.,.,      5,      0,      0,      9,      8,.,.,.,      0,     21,     15,    76.2,    85.2,    87.2,    93.2,    55.9,    58.4,    61.3,    66.4,"(CONTRACTS OF BRL 100,000)","102741","CME ","102 ","F15","Combined"
"BRAZILIAN REAL - CHICAGO MERCANTILE EXCHANGE",160823,2016-08-23,102741,CME ,00,102 ,   25182,     644,   18043,      16,    6316,       0,       0,   15725,    5479,      90,     610,     720,       0,   23401,   24348,    1781,     834,   -1713,       0,      -3,       3,      23,       0,       0,   -1888,   -1793,      67,     180,       0,       0,   -1615,   -1726,     -98,      13,  100.0,    2.6,   71.7,    0.1,   25.1,    0.0,    0.0,   62.4,   21.8,    0.4,    2.4,    2.9,    0.0,   92.9,   96.7,    7.1,    3.3,     31,.,.,.,      5,      0,      0,      9,      8,.,.,.,      0,     19,     15,    76.4,    81.1,    85.8,    92.1,    76.4,    81.1,    85.5,    92.1,"(CONTRACTS OF BRL 100,000)","102741","CME ","102 ","F15","Combined"
"BRAZILIAN REAL - CHICAGO MERCANTILE EXCHANGE",160816,2016-08-16,102741,CME ,00,102 ,   26895,     644,   18046,      13,    6293,       0,       0,   17613,    7272,      23,     430,     720,       0,   25016,   26074,    1879,     821,    1054,     -31,     128,    -128,      -5,       0,       0,    1076,    1007,     -33,     180,     -40,       0,    1059,     934,      -5,     120,  100.0,    2.4,   67.1,    0.0,   23.4,    0.0,    0.0,   65.5,   27.0,    0.1,    1.6,    2.7,    0.0,   93.0,   96.9,    7.0,    3.1,     34,.,.,.,      5,      0,      0,     10,     10,.,.,.,      0,     20,     16,    79.9,    79.0,    87.0,    92.2,    79.9,    79.0,    87.0,    92.2,"(CONTRACTS OF BRL 100,000)","102741","CME ","102 ","F15","Combined"
"BRAZILIAN REAL - CHICAGO MERCANTILE EXCHANGE",160809,2016-08-09,102741,CME ,00,102 ,   25841,     675,   17918,     141,    6298,       0,       0,   16537,    6265,      56,     250,     760,       0,   23957,   25140,    1884,     701,    1980,     675,    -292,      99,     213,       0,       0,     976,    1959,      24,    -457,      20,       0,    1530,    1810,     450,     170,  100.0,    2.6,   69.3,    0.5,   24.4,    0.0,    0.0,   64.0,   24.2,    0.2,    1.0,    2.9,    0.0,   92.7,   97.3,    7.3,    2.7,     31,.,.,.,      5,      0,      0,      8,     10,.,.,.,      0,     19,     16,    80.3,    79.7,    87.6,    91.9,    80.3,    79.6,    87.6,    91.8,"(CONTRACTS OF BRL 100,000)","102741","CME ","102 ","F15","Combined"
"BRAZILIAN REAL - CHICAGO MERCANTILE EXCHANGE",160802,2016-08-02,102741,CME ,00,102 ,   23861,       0,   18210,      42,    6085,       0,       0,   15561,    4306,      32,     707,     740,       0,   22427,   23330,    1434,     531,   -2328,    -272,   -2992,     -10,     100,       0,       0,   -1882,    1448,    -301,     144,    -295,       0,   -2221,   -2150,    -107,    -178,  100.0,    0.0,   76.3,    0.2,   25.5,    0.0,    0.0,   65.2,   18.0,    0.1,    3.0,    3.1,    0.0,   94.0,   97.8,    6.0,    2.2,     28,      0,      4,.,      4,      0,      0,      7,      8,.,.,.,      0,     16,     15,    80.9,    83.5,    89.7,    93.8,    80.9,    83.5,    89.7,    93.8,"(CONTRACTS OF BRL 100,000)","102741","CME ","102 ","F15","Combined"
"BRAZILIAN REAL - CHICAGO MERCANTILE EXCHANGE",160726,2016-07-26,102741,CME ,00,102 ,   26189,     272,   21202,      52,    5985,       0,       0,   17443,    2858,     333,     563,    1035,       0,   24648,   25480,    1541,     709,     -10,     -30,     -14,      14,     -52,       0,       0,    -187,     426,      82,     130,    -537,       0,     -43,     -29,      33,      19,  100.0,    1.0,   81.0,    0.2,   22.9,    0.0,    0.0,   66.6,   10.9,    1.3,    2.1,    4.0,    0.0,   94.1,   97.3,    5.9,    2.7,     30,.,      4,.,      4,      0,      0,      9,      5,.,.,      4,      0,     18,     14,    72.6,    84.3,    86.5,    93.2,    72.6,    84.3,    85.2,    93.2,"(CONTRACTS OF BRL 100,000)","102741","CME ","102 ","F15","Combined"
"BRAZILIAN REAL - CHICAGO MERCANTILE EXCHANGE",160719,2016-07-19,102741,CME ,00,102 ,   26199,     302,   21216,      38,    6037,       0,       0,   17630,    2432,     251,     433,    1572,       0,   24691,   25509,    1508,     690,    -774,       0,     103,      38,      19,       0,       0,      46,    -219,    -708,       0,      60,       0,    -605,    -726,    -169,     -48,  100.0,    1.2,   81.0,    0.1,   23.0,    0.0,    0.0,   67.3,    9.3,    1.0,    1.7,    6.0,    0.0,   94.2,   97.4,    5.8,    2.6,     31,.,      4,.,      4,      0,      0,     10,      5,.,.,      5,      0,     18,     16,    74.6,    84.3,    86.5,    93.3,    73.7,    84.3,    85.6,    93.3,"(CONTRACTS OF BRL 100,000)","102741","CME ","102 ","F15","Combined"
"BRAZILIAN REAL - CHICAGO MERCANTILE EXCHANGE",160712,2016-07-12,102741,CME ,00,102 ,   26973,     302,   21113,       0,    6018,       0,       0,   17584,    2651,     959,     433,    1512,       0,   25296,   26235,    1677,     738,     778,     302,    1000,    -136,     -52,       0,       0,     663,    -523,     173,    -130,     375,       0,     820,     889,     -42,    -111,  100.0,    1.1,   78.3,    0.0,   22.3,    0.0,    0.0,   65.2,    9.8,    3.6,    1.6,    5.6,    0.0,   93.8,   97.3,    6.2,    2.7,     29,.,.,      0,.,      0,      0,      9,      6,.,.,      5,      0,     16,     16,    78.7,    81.8,    86.4,    92.5,    78.7,    81.8,    84.6,    90.3,"(CONTRACTS OF BRL 100,000)","102741","CME ","102 ","F15","Combined"
"BRAZILIAN REAL - CHICAGO MERCANTILE EXCHANGE",160705,2016-07-05,102741,CME ,00,102 ,   26195,       0,   20113,     136,    6070,       0,       0,   16921,    3174,     786,     563,    1137,       0,   24476,   25346,    1719,     849,   -4131,       0,    -494,   -1048,    -400,    -105,     -24,   -2540,   -1031,    -738,     333,    -389,       0,   -4417,   -3829,     286,    -302,  100.0,    0.0,   76.8,    0.5,   23.2,    0.0,    0.0,   64.6,   12.1,    3.0,    2.1,    4.3,    0.0,   93.4,   96.8,    6.6,    3.2,     27,      0,.,.,.,      0,      0,      8,      7,.,.,      4,      0,     16,     15,    79.2,    82.3,    87.0,    92.8,    79.2,    80.5,    85.6,    89.5,"(CONTRACTS OF BRL 100,000)","102741","CME ","102 ","F15","Combined"
"BRAZILIAN REAL - CHICAGO MERCANTILE EXCHANGE",160628,2016-06-28,102741,CME ,00,102 ,   30326,       0,   20607,    1184,    6470,     105,      24,   19461,    4205,    1524,     230,    1526,       0,   28893,   29175,    1433,    1151,    2241,       0,    -477,     252,      65,       0,      24,      59,     692,    1404,     230,     -14,       0,    2034,    1881,     207,     360,  100.0,    0.0,   68.0,    3.9,   21.3,    0.3,    0.1,   64.2,   13.9,    5.0,    0.8,    5.0,    0.0,   95.3,   96.2,    4.7,    3.8,     31,      0,.,.,      4,.,.,     11,      7,.,.,      4,      0,     18,     18,    76.5,    76.8,    87.7,    89.4,    73.9,    74.9,    81.2,    82.8,"(CONTRACTS OF BRL 100,000)","102741","CME ","102 ","F15","Combined"
"BRAZILIAN REAL - CHICAGO MERCANTILE EXCHANGE",160621,2016-06-21,102741,CME ,00,102 ,   28085,       0,   21084,     932,    6405,     105,       0,   19402,    3513,     120,       0,    1540,       0,   26859,   27294,    1226,     791,    -288,       0,       0,       3,       6,       0,       0,    -253,     -52,     -11,       0,     -20,       0,    -255,     -80,     -33,    -208,  100.0,    0.0,   75.1,    3.3,   22.8,    0.4,    0.0,   69.1,   12.5,    0.4,    0.0,    5.5,    0.0,   95.6,   97.2,    4.4,    2.8,     28,      0,.,.,      4,.,      0,      9,      7,.,      0,      4,      0,     15,     17,    81.6,    82.0,    91.7,    92.3,    81.6,    79.8,    89.1,    88.8,"(CONTRACTS OF BRL 100,000)","102741","CME ","102 ","F15","Combined"
"BRAZILIAN REAL - CHICAGO MERCANTILE EXCHANGE",160614,2016-06-14,102741,CME ,00,102 ,   28373,       0,   21084,     929,    6399,     105,       0,   19655,    3565,     131,       0,    1560,       0,   27114,   27374,    1259,     999,     664,       0,    -823,     297,     121,       0,       0,     -54,     562,     -49,       0,     570,       0,     315,     557,     349,     107,  100.0,    0.0,   74.3,    3.3,   22.6,    0.4,    0.0,   69.3,   12.6,    0.5,    0.0,    5.5,    0.0,   95.6,   96.5,    4.4,    3.5,     28,      0,.,.,      4,.,      0,     10,      6,.,      0,      4,      0,     16,     16,    79.2,    82.7,    90.4,    91.5,    79.2,    80.6,    88.4,    88.2,"(CONTRACTS OF BRL 100,000)","102741","CME ","102 ","F15","Combined"
"BRAZILIAN REAL - CHICAGO MERCANTILE EXCHANGE",160607,2016-06-07,102741,CME ,00,102 ,   27709,       0,   21907,     632,    6278,     105,       0,   19709,    3003,     180,       0,     990,       0,   26799,   26817,     910,     892,  -15003,    -200,     194,  -13998,     126,     -55,       0,    -536,    -177,    -229,       0,    -530,       0,  -14837,  -14795,    -166,    -208,  100.0,    0.0,   79.1,    2.3,   22.7,    0.4,    0.0,   71.1,   10.8,    0.6,    0.0,    3.6,    0.0,   96.7,   96.8,    3.3,    3.2,     25,      0,.,.,.,.,      0,     10,      5,.,      0,.,      0,     14,     15,    80.5,    86.6,    92.3,    94.3,    80.4,    84.3,    90.8,    92.0,"(CONTRACTS OF BRL 100,000)","102741","CME ","102 ","F15","Combined"
"BRAZILIAN REAL - CHICAGO MERCANTILE EXCHANGE",160531,2016-05-31,102741,CME ,00,102 ,   42712,     200,   21713,   14630,    6152,     160,       0,   20245,    3180,     409,       0,    1520,       0,   41636,   41612,    1076,    1100,   13844,       0,       0,   13227,     250,       0,       0,      93,      15,     201,       0,     349,       0,   13771,   13792,      73,      52,  100.0,    0.5,   50.8,   34.3,   14.4,    0.4,    0.0,   47.4,    7.4,    1.0,    0.0,    3.6,    0.0,   97.5,   97.4,    2.5,    2.6,     25,.,.,.,.,.,      0,     10,      5,.,      0,.,      0,     16,     14,    78.2,    88.5,    91.4,    94.6,    54.4,    56.5,    59.7,    60.9,"(CONTRACTS OF BRL 100,000)","102741","CME ","102 ","F15","Combined"
"BRAZILIAN REAL - CHICAGO MERCANTILE EXCHANGE",160524,2016-05-24,102741,CME ,00,102 ,   28868,     200,   21713,    1403,    5902,     160,       0,   20152,    3165,     208,       0,    1171,       0,   27865,   27820,    1003,    1048,    1415,       0,       0,    1403,     150,       0,       0,     -74,    -106,      11,       0,       0,       0,    1490,    1308,     -75,     107,  100.0,    0.7,   75.2,    4.9,   20.4,    0.6,    0.0,   69.8,   11.0,    0.7,    0.0,    4.1,    0.0,   96.5,   96.4,    3.5,    3.6,     23,.,.,.,.,.,      0,      8,      6,.,      0,.,      0,     13,     13,    80.9,    87.6,    92.8,    94.3,    80.9,    82.8,    88.6,    89.4,"(CONTRACTS OF BRL 100,000)","102741","CME ","102 ","F15","Combined"
"BRAZILIAN REAL - CHICAGO MERCANTILE EXCHANGE",160517,2016-05-17,102741,CME ,00,102 ,   27453,     200,   21713,       0,    5752,     160,       0,   20226,    3271,     197,       0,    1171,       0,   26375,   26512,    1078,     941,     -90,       0,     121,       0,       0,       0,       0,    -281,    -390,     112,       0,       0,       0,    -169,    -157,      79,      67,  100.0,    0.7,   79.1,    0.0,   21.0,    0.6,    0.0,   73.7,   11.9,    0.7,    0.0,    4.3,    0.0,   96.1,   96.6,    3.9,    3.4,     23,.,.,      0,.,.,      0,      7,      7,.,      0,.,      0,     12,     14,    87.3,    86.5,    93.8,    93.4,    87.3,    86.5,    93.7,    93.4,"(CONTRACTS OF BRL 100,000)","102741","CME ","102 ","F15","Combined"
